"Player","nfl_Season","nfl_Tm","nfl_Age","nfl_Pos","nfl_G","nfl_Rushing GS","nfl_Rushing Att","nfl_Rushing Yds","nfl_Rushing TD","nfl_Rushing Lng","nfl_Rushing Y/A","nfl_Rushing Y/G","nfl_Rushing Fmb","nfl_GS","nfl_Tgt","nfl_Rec","nfl_Ctch%","nfl_Yds","nfl_Y/R","nfl_TD","nfl_Lng","nfl_Y/Tgt","nfl_R/G","nfl_Y/G","nfl_Fmb","cfb_Season","cfb_School","cfb_Conf","cfb_Att","cfb_ReceivingAvg","cfb_Senior_G","cfb_Junior_G","cfb_Sophomore_G","cfb_Freshman_G","cfb_RS_Freshman_G","cfb_Senior_Att","cfb_Junior_Att","cfb_Sophomore_Att","cfb_Freshman_Att","cfb_RS_Freshman_Att","cfb_Senior_RushingYds","cfb_Junior_RushingYds","cfb_Sophomore_RushingYds","cfb_Freshman_RushingYds","cfb_RS_Freshman_RushingYds","cfb_Senior_RushingAvg","cfb_Junior_RushingAvg","cfb_Sophomore_RushingAvg","cfb_Freshman_RushingAvg","cfb_RS_Freshman_RushingAvg","cfb_Senior_RushingTD","cfb_Junior_RushingTD","cfb_Sophomore_RushingTD","cfb_Freshman_RushingTD","cfb_RS_Freshman_RushingTD","cfb_Senior_Rec","cfb_Junior_Rec","cfb_Sophomore_Rec","cfb_Freshman_Rec","cfb_RS_Freshman_Rec","cfb_Senior_ReceivingYds","cfb_Junior_ReceivingYds","cfb_Sophomore_ReceivingYds","cfb_Freshman_ReceivingYds","cfb_RS_Freshman_ReceivingYds","cfb_Senior_ReceivingTD","cfb_Junior_ReceivingTD","cfb_Sophomore_ReceivingTD","cfb_Freshman_ReceivingTD","cfb_RS_Freshman_ReceivingTD","cfb_Senior_ScrimmagePlays","cfb_Junior_ScrimmagePlays","cfb_Sophomore_ScrimmagePlays","cfb_Freshman_ScrimmagePlays","cfb_RS_Freshman_ScrimmagePlays","cfb_Senior_ScrimmageYds","cfb_Junior_ScrimmageYds","cfb_Sophomore_ScrimmageYds","cfb_Freshman_ScrimmageYds","cfb_RS_Freshman_ScrimmageYds","cfb_Senior_ScrimmageAvg","cfb_Junior_ScrimmageAvg","cfb_Sophomore_ScrimmageAvg","cfb_Freshman_ScrimmageAvg","cfb_RS_Freshman_ScrimmageAvg","cfb_Senior_ScrimmageTD","cfb_Junior_ScrimmageTD","cfb_Sophomore_ScrimmageTD","cfb_Freshman_ScrimmageTD","cfb_RS_Freshman_ScrimmageTD","combine_Year","combine_Pos","combine_Age","combine_AV","combine_School","combine_College","combine_Height","combine_Wt","combine_40YD","combine_Vertical","combine_BenchReps","combine_Broad Jump","combine_3Cone","combine_Shuttle","combine_Drafted (tm/rnd/yr)"
"Carlos Hyde",2014,"SFO","24",NA,"14","0","83","333","4","28","4","23.8","1","0","16","12","75.00%","68","5.7","0","16","4.3","0.9","4.9","1",2013,"Ohio State","Big Ten","208","9.2","11","10","13",NA,NA,"208","185","106",NA,NA,"1521","970","566",NA,NA,"7.3","5.2","5.3",NA,NA,"15","16","6",NA,NA,"16","8","10",NA,NA,"147","51","73",NA,NA,"3","1","0",NA,NA,"224","193","116",NA,NA,"1668","1021","639",NA,NA,"7.4","5.3","5.5",NA,NA,"18","17","6",NA,NA,2014,"RB",23,23,"Ohio St.","College Stats","Jun-00",230,4.62,34.5,19,114,NA,NA,"San Francisco 49ers / 2nd / 57th pick /<U+00A0>2014"
"Carson Palmer",2014,"ARI","35","qb","6","6","8","25","0","12","3.1","4.2","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Carson Wentz",2016,"PHI","24","QB","16","16","46","150","2","17","3.3","9.4","14","16","1","1","100.0%","7","7","0","7","7","0.1","0.4","14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,"QB",23,33,"North Dakota St.",NA,"5-Jun",237,4.77,30.5,NA,118,6.86,4.15,"Philadelphia Eagles / 1st / 2nd pick /<U+00A0>2016"
"Case Keenum",2014,"2TM","26",NA,"2","2","10","35","0","13","3.5","17.5","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cecil Shorts",2014,"JAX","27","WR","13",NA,NA,NA,NA,NA,NA,NA,NA,"12","110","53","48.20%","557","10.5","1","53","5.1","4.1","42.8","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cedric Peerman",2014,"CIN","28",NA,"16","0","15","43","0","21","2.9","2.7","1","0","5","3","60.00%","27","9","0","17","5.4","0.2","1.7","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chad Beebe",2018,"MIN","24",NA,"3",NA,NA,NA,NA,NA,NA,NA,NA,"0","4","4","100.00%","39","9.8","0","18","9.8","1.3","13","0",2017,"Northern Illinois","MAC","1","14.9","9",NA,NA,NA,NA,"1",NA,NA,NA,NA,"-1",NA,NA,NA,NA,"-1",NA,NA,NA,NA,"0",NA,NA,NA,NA,"28",NA,NA,NA,NA,"417",NA,NA,NA,NA,"1",NA,NA,NA,NA,"29",NA,NA,NA,NA,"416",NA,NA,NA,NA,"14.3",NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chad Hansen",2017,"NYJ","22","wr","15",NA,NA,NA,NA,NA,NA,NA,NA,"1","17","9","52.9%","94","10.4","0","24","5.5","0.6","6.3","0",2016,"California","Pac-12","0","13.6","10",NA,NA,NA,NA,"0",NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,"92",NA,NA,NA,NA,"1249",NA,NA,NA,NA,"11",NA,NA,NA,NA,"92",NA,NA,NA,NA,"1249",NA,NA,NA,NA,"13.6",NA,NA,NA,NA,"11",NA,NA,NA,NA,2017,"WR",22,1,"California","College Stats","2-Jun",202,4.53,35,11,119,6.74,4.13,"New York Jets / 4th / 141st pick /<U+00A0>2017"
"Chad Henne",2014,"JAX","29","qb","3","3","4","25","0","12","6.3","8.3","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chad Kelly",2018,"DEN","24",NA,"1","0","1","-1","0","-1","-1","-1","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,"Ole Miss","SEC","81",NA,"9","13",NA,NA,NA,"81","106",NA,NA,NA,"332","509",NA,NA,NA,"4.1","4.8",NA,NA,NA,"5","10",NA,NA,NA,"0","0",NA,NA,NA,"0","0",NA,NA,NA,"0","0",NA,NA,NA,"81","106",NA,NA,NA,"332","509",NA,NA,NA,"4.1","4.8",NA,NA,NA,"5","10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chad Williams",2017,"ARI","23","wr","6","1","2","33","0","33","16.5","5.5","0","1","7","3","42.9%","31","10.3","0","15","4.4","0.5","5.2","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chandler Worthy",2015,"HOU","22",NA,"3",NA,NA,NA,NA,NA,NA,NA,NA,"0","4","3","75.0%","14","4.7","0","12","3.5","1","4.7","1",2014,"Troy","Sun Belt","12","9.7","12","9","12",NA,NA,"12","8","11",NA,NA,"55","44","79",NA,NA,"4.6","5.5","7.2",NA,NA,"0","1","0",NA,NA,"44","25","46",NA,NA,"428","403","544",NA,NA,"3","2","2",NA,NA,"56","33","57",NA,NA,"483","447","623",NA,NA,"8.6","13.5","10.9",NA,NA,"3","3","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Charcandrick West",2015,"KAN","24","RB","15","9","160","634","4","38","4","42.3","1","9","34","20","58.8%","214","10.7","1","80","6.3","1.3","14.3","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Charles Clay",2014,"MIA","25","TE","14",NA,NA,NA,NA,NA,NA,NA,NA,"14","84","58","69.00%","605","10.4","3","41","7.2","4.1","43.2","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Charles Johnson",2014,"MIN","25","wr","12","6","1","-11","0","-11","-11","-0.9","1","6","59","31","52.50%","475","15.3","2","56","8.1","2.6","39.6","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Charles Sims",2014,"TAM","24",NA,"8","0","66","185","1","20","2.8","23.1","2","0","27","19","70.40%","190","10","0","24","7","2.4","23.8","2",2013,"West Virginia","Big 12","208","8.9","12","9","9","13","14","208","142","142","110","132","1095","851","851","821","698","5.3","6","6","7.5","5.3","11","11","11","9","9","45","37","37","51","70","401","373","373","575","759","3","3","3","4","1","253","179","179","161","202","1496","1224","1224","1396","1457","5.9","6.8","6.8","8.7","7.2","14","14","14","13","10",2014,"RB",23,14,"West Virginia","College Stats","Jun-00",214,4.48,37.5,17,126,7.16,4.3,"Tampa Bay Buccaneers / 3rd / 69th pick /<U+00A0>2014"
"Charles Woodson",2015,"OAK","39","S","16","16","1","-3","0","-3","-3","-0.2","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Charlie Whitehurst",2014,"TEN","32","qb","7","5","20","90","0","23","4.5","12.9","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Charone Peake",2016,"NYJ","24",NA,"15",NA,NA,NA,NA,NA,NA,NA,NA,"1","35","19","54.3%","186","9.8","0","27","5.3","1.3","12.4","0",2015,"Clemson","ACC","0","14.3","14","13",NA,NA,NA,"0","1",NA,NA,NA,"0","4",NA,NA,NA,NA,"4",NA,NA,NA,"0","0",NA,NA,NA,"50","25",NA,NA,NA,"716","172",NA,NA,NA,"5","2",NA,NA,NA,"50","26",NA,NA,NA,"716","176",NA,NA,NA,"14.3","6.8",NA,NA,NA,"5","2",NA,NA,NA,2016,"WR",23,1,"Clemson","College Stats","2-Jun",209,4.45,35.5,12,122,6.96,4.46,"New York Jets / 7th / 241st pick /<U+00A0>2016"
"Chase Coffman",2014,"TEN","28","te","13",NA,NA,NA,NA,NA,NA,NA,NA,"3","14","6","42.90%","64","10.7","1","18","4.6","0.5","4.9","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chase Daniel",2014,"KAN","28","qb","3","1","4","15","0","9","3.8","5","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chase Edmonds",2018,"ARI","22",NA,"16","0","60","208","2","29","3.5","13","1","0","23","20","87.00%","103","5.2","0","13","4.5","1.3","6.4","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,"RB",21,2,"Fordham",NA,"9-May",205,4.55,34,19,122,6.79,4.07,"Arizona Cardinals / 4th / 134th pick /<U+00A0>2018"
"Chase Ford",2014,"MIN","24","te","11",NA,NA,NA,NA,NA,NA,NA,NA,"5","35","23","65.70%","258","11.2","1","22","7.4","2.1","23.5","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chase Reynolds",2016,"LAR","29",NA,"16",NA,NA,NA,NA,NA,NA,NA,NA,"0","1","1","100.0%","4","4","0","4","4","0.1","0.3","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chester Rogers",2016,"IND","22","wr","14",NA,NA,NA,NA,NA,NA,NA,NA,"2","34","19","55.9%","273","14.4","0","36","8","1.4","19.5","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chris Carson",2017,"SEA","23","rb","4","3","49","208","0","30","4.2","52","0","3","8","7","87.5%","59","8.4","1","10","7.4","1.8","14.8","0",2016,"Oklahoma State","Big 12","82","9.8","9","12",NA,NA,NA,"82","131",NA,NA,NA,"559","517",NA,NA,NA,"6.8","3.9",NA,NA,NA,"9","4",NA,NA,NA,"13","17",NA,NA,NA,"128","170",NA,NA,NA,"1","0",NA,NA,NA,"95","148",NA,NA,NA,"687","687",NA,NA,NA,"7.2","4.6",NA,NA,NA,"10","4",NA,NA,NA,2017,"RB",22,12,"Oklahoma St.","College Stats","Jun-00",218,4.58,37,23,130,NA,NA,"Seattle Seahawks / 7th / 249th pick /<U+00A0>2017"
"Chris Conley",2015,"KAN","23","wr","16",NA,NA,NA,NA,NA,NA,NA,NA,"5","31","17","54.8%","199","11.7","1","44","6.4","1.1","12.4","0",2014,"Georgia","SEC","0","18.3","13","11",NA,NA,NA,"0","0",NA,NA,NA,"0","0",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,"36","45",NA,NA,NA,"657","651",NA,NA,NA,"8","4",NA,NA,NA,"36","45",NA,NA,NA,"657","651",NA,NA,NA,"18.3","14.5",NA,NA,NA,"8","4",NA,NA,NA,2015,"WR",22,13,"Georgia","College Stats","2-Jun",213,4.35,45,18,139,7.06,4.3,"Kansas City Chiefs / 3rd / 76th pick / 2015"
"Chris Givens",2014,"STL","25",NA,"14","0","1","4","0","4","4","0.3","0","0","20","11","55.00%","159","14.5","1","47","8","0.8","11.4","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chris Godwin",2017,"TAM","21","wr","16",NA,NA,NA,NA,NA,NA,NA,NA,"2","55","34","61.8%","525","15.4","1","70","9.5","2.1","32.8","0",2016,"Penn State","Big Ten","1","16.6","13","13","13",NA,NA,"1","0","2",NA,NA,"13","0","1",NA,NA,"13",NA,"0.5",NA,NA,"0","0","0",NA,NA,"59","69","26",NA,NA,"982","1101","338",NA,NA,"11","5","2",NA,NA,"60","69","28",NA,NA,"995","1101","339",NA,NA,"16.6","16","12.1",NA,NA,"11","5","2",NA,NA,2017,"WR",21,10,"Penn St.","College Stats","1-Jun",209,4.42,36,19,126,7.01,4,"Tampa Bay Buccaneers / 3rd / 84th pick /<U+00A0>2017"
"Chris Gragg",2014,"BUF","24","te/wr","10",NA,NA,NA,NA,NA,NA,NA,NA,"5","10","7","70.00%","48","6.9","1","14","4.8","0.7","4.8","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chris Harper",2015,"NWE","22",NA,"5",NA,NA,NA,NA,NA,NA,NA,NA,"0","3","1","33.3%","6","6","0","6","2","0.2","1.2","1",2014,"California","Pac-12","5","12.2","12","11","12","13",NA,"5","2","3","0",NA,"17","6","5","-7",NA,"3.4","3","1.7",NA,NA,"0","0","1","0",NA,"52","70","41","58",NA,"634","852","544","857",NA,"6","5","2","3",NA,"57","72","44","58",NA,"651","858","549","850",NA,"11.4","11.9","12.5","14.7",NA,"6","5","3","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chris Herndon",2018,"NYJ","22","TE","16",NA,NA,NA,NA,NA,NA,NA,NA,"12","56","39","69.60%","502","12.9","4","32","9","2.4","31.4","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,"TE",NA,NA,"Miami (FL)",NA,"4-Jun",253,NA,NA,21,NA,NA,NA,NA
"Chris Hogan",2014,"BUF","27","wr","16",NA,NA,NA,NA,NA,NA,NA,NA,"2","61","41","67.20%","426","10.4","4","31","7","2.6","26.6","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chris Ivory",2014,"NYJ","26","RB","16","10","198","821","6","71","4.1","51.3","2","10","27","18","66.70%","123","6.8","1","23","4.6","1.1","7.7","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chris Johnson",2014,"NYJ","29","rb","16","6","155","663","1","47","4.3","41.4","1","6","34","24","70.60%","151","6.3","1","26","4.4","1.5","9.4","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chris Jones",2016,"DAL","27","P","16","0","1","30","0","30","30","1.9","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017,"Coastal Carolina","Sun Belt","4","20.6","10",NA,NA,NA,NA,"4",NA,NA,NA,NA,"45",NA,NA,NA,NA,"11.3",NA,NA,NA,NA,"0",NA,NA,NA,NA,"26",NA,NA,NA,NA,"536",NA,NA,NA,NA,"4",NA,NA,NA,NA,"30",NA,NA,NA,NA,"581",NA,NA,NA,NA,"19.4",NA,NA,NA,NA,"4",NA,NA,NA,NA,2015,"WR",NA,NA,"Alabama",NA,"10-May",182,4.63,32.5,8,119,6.91,4.19,NA
"Chris Manhertz",2016,"2TM","24",NA,"7",NA,NA,NA,NA,NA,NA,NA,NA,"2","1","1","100.0%","10","10","0","10","10","0.1","1.4","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chris Matthews",2015,"2TM","26",NA,"13",NA,NA,NA,NA,NA,NA,NA,NA,"0","25","13","52.0%","151","11.6","1","21","6","1","11.6","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
